building_id,15min,30min,60min,15min Scores,30min Scores,60min Scores,15min Overall Scores,30min Overall Scores,60min Overall Scores
863517075,"{'bus_stop': 12, 'school': 2, 'pitch': 2, 'restaurant': 2, 'cafe': 2, 'small_supermarket': 2, 'pub': 2, 'post_office': 1, 'community_centre': 1, 'outdoor_education_centre': 1, 'fitness_station': 1, 'atm': 1}","{'bus_stop': 21, 'pitch': 7, 'fast_food': 5, 'cafe': 4, 'restaurant': 4, 'small_supermarket': 3, 'pub': 3, 'grave_yard': 3, 'place_of_worship': 3, 'atm': 2, 'playground': 2, 'school': 2, 'community_centre': 2, 'golf_course': 1, 'post_box': 1, 'outdoor_education_centre': 1, 'bar': 1, 'post_office': 1, 'fitness_station': 1}","{'bus_stop': 21, 'pitch': 7, 'fast_food': 5, 'cafe': 4, 'restaurant': 4, 'small_supermarket': 3, 'pub': 3, 'grave_yard': 3, 'place_of_worship': 3, 'atm': 2, 'playground': 2, 'school': 2, 'community_centre': 2, 'golf_course': 1, 'post_box': 1, 'outdoor_education_centre': 1, 'bar': 1, 'post_office': 1, 'fitness_station': 1, 'garden': 1}","{'Education': 1, 'Food & Drink': 0.95, 'Groceries': 0.5, 'Postal': 1.0, 'Banking': 0.8, 'Religion': 0, 'Entertainment': 0.49, 'Healthcare': 0.0, 'Public Services': 0.0, 'Public Transport': 0.4, 'Dedicated Greenspaces': 0.39}","{'Education': 1, 'Food & Drink': 1, 'Groceries': 0.5, 'Postal': 1.0, 'Banking': 0.8, 'Religion': 1.0, 'Entertainment': 0.63, 'Healthcare': 0.0, 'Public Services': 0.0, 'Public Transport': 0.4, 'Dedicated Greenspaces': 0.78}","{'Education': 1, 'Food & Drink': 1, 'Groceries': 0.5, 'Postal': 1.0, 'Banking': 0.8, 'Religion': 1.0, 'Entertainment': 0.63, 'Healthcare': 0.0, 'Public Services': 0.0, 'Public Transport': 0.4, 'Dedicated Greenspaces': 0.86}",51.86,61.48,62.31
863517076,"{'bus_stop': 12, 'school': 2, 'pitch': 2, 'restaurant': 2, 'cafe': 2, 'small_supermarket': 2, 'pub': 2, 'post_office': 1, 'community_centre': 1, 'outdoor_education_centre': 1, 'fitness_station': 1, 'atm': 1}","{'bus_stop': 21, 'pitch': 7, 'fast_food': 5, 'cafe': 4, 'restaurant': 4, 'small_supermarket': 3, 'pub': 3, 'grave_yard': 3, 'place_of_worship': 3, 'atm': 2, 'playground': 2, 'school': 2, 'community_centre': 2, 'golf_course': 1, 'post_box': 1, 'outdoor_education_centre': 1, 'bar': 1, 'post_office': 1, 'fitness_station': 1}","{'bus_stop': 21, 'pitch': 7, 'fast_food': 5, 'cafe': 4, 'restaurant': 4, 'small_supermarket': 3, 'pub': 3, 'grave_yard': 3, 'place_of_worship': 3, 'atm': 2, 'playground': 2, 'school': 2, 'community_centre': 2, 'golf_course': 1, 'post_box': 1, 'outdoor_education_centre': 1, 'bar': 1, 'post_office': 1, 'fitness_station': 1, 'garden': 1}","{'Education': 1, 'Food & Drink': 0.95, 'Groceries': 0.5, 'Postal': 1.0, 'Banking': 0.8, 'Religion': 0, 'Entertainment': 0.49, 'Healthcare': 0.0, 'Public Services': 0.0, 'Public Transport': 0.4, 'Dedicated Greenspaces': 0.39}","{'Education': 1, 'Food & Drink': 1, 'Groceries': 0.5, 'Postal': 1.0, 'Banking': 0.8, 'Religion': 1.0, 'Entertainment': 0.63, 'Healthcare': 0.0, 'Public Services': 0.0, 'Public Transport': 0.4, 'Dedicated Greenspaces': 0.78}","{'Education': 1, 'Food & Drink': 1, 'Groceries': 0.5, 'Postal': 1.0, 'Banking': 0.8, 'Religion': 1.0, 'Entertainment': 0.63, 'Healthcare': 0.0, 'Public Services': 0.0, 'Public Transport': 0.4, 'Dedicated Greenspaces': 0.86}",51.86,61.48,62.31
863517077,"{'bus_stop': 12, 'school': 2, 'pitch': 2, 'restaurant': 2, 'cafe': 2, 'small_supermarket': 2, 'pub': 2, 'post_office': 1, 'community_centre': 1, 'outdoor_education_centre': 1, 'fitness_station': 1, 'atm': 1}","{'bus_stop': 21, 'pitch': 7, 'fast_food': 5, 'cafe': 4, 'restaurant': 4, 'small_supermarket': 3, 'pub': 3, 'grave_yard': 3, 'place_of_worship': 3, 'atm': 2, 'playground': 2, 'school': 2, 'community_centre': 2, 'golf_course': 1, 'post_box': 1, 'outdoor_education_centre': 1, 'bar': 1, 'post_office': 1, 'fitness_station': 1}","{'bus_stop': 21, 'pitch': 7, 'fast_food': 5, 'cafe': 4, 'restaurant': 4, 'small_supermarket': 3, 'pub': 3, 'grave_yard': 3, 'place_of_worship': 3, 'atm': 2, 'playground': 2, 'school': 2, 'community_centre': 2, 'golf_course': 1, 'post_box': 1, 'outdoor_education_centre': 1, 'bar': 1, 'post_office': 1, 'fitness_station': 1, 'garden': 1}","{'Education': 1, 'Food & Drink': 0.95, 'Groceries': 0.5, 'Postal': 1.0, 'Banking': 0.8, 'Religion': 0, 'Entertainment': 0.49, 'Healthcare': 0.0, 'Public Services': 0.0, 'Public Transport': 0.4, 'Dedicated Greenspaces': 0.39}","{'Education': 1, 'Food & Drink': 1, 'Groceries': 0.5, 'Postal': 1.0, 'Banking': 0.8, 'Religion': 1.0, 'Entertainment': 0.63, 'Healthcare': 0.0, 'Public Services': 0.0, 'Public Transport': 0.4, 'Dedicated Greenspaces': 0.78}","{'Education': 1, 'Food & Drink': 1, 'Groceries': 0.5, 'Postal': 1.0, 'Banking': 0.8, 'Religion': 1.0, 'Entertainment': 0.63, 'Healthcare': 0.0, 'Public Services': 0.0, 'Public Transport': 0.4, 'Dedicated Greenspaces': 0.86}",51.86,61.48,62.31
863517080,"{'bus_stop': 12, 'school': 2, 'pitch': 2, 'restaurant': 2, 'cafe': 2, 'small_supermarket': 2, 'pub': 2, 'post_office': 1, 'community_centre': 1, 'outdoor_education_centre': 1, 'fitness_station': 1, 'atm': 1}","{'bus_stop': 21, 'pitch': 7, 'fast_food': 5, 'cafe': 4, 'restaurant': 4, 'small_supermarket': 3, 'pub': 3, 'grave_yard': 3, 'place_of_worship': 3, 'atm': 2, 'playground': 2, 'school': 2, 'community_centre': 2, 'golf_course': 1, 'post_box': 1, 'outdoor_education_centre': 1, 'bar': 1, 'post_office': 1, 'fitness_station': 1}","{'bus_stop': 21, 'pitch': 7, 'fast_food': 5, 'cafe': 4, 'restaurant': 4, 'small_supermarket': 3, 'pub': 3, 'grave_yard': 3, 'place_of_worship': 3, 'atm': 2, 'playground': 2, 'school': 2, 'community_centre': 2, 'golf_course': 1, 'post_box': 1, 'outdoor_education_centre': 1, 'bar': 1, 'post_office': 1, 'fitness_station': 1, 'garden': 1}","{'Education': 1, 'Food & Drink': 0.95, 'Groceries': 0.5, 'Postal': 1.0, 'Banking': 0.8, 'Religion': 0, 'Entertainment': 0.49, 'Healthcare': 0.0, 'Public Services': 0.0, 'Public Transport': 0.4, 'Dedicated Greenspaces': 0.39}","{'Education': 1, 'Food & Drink': 1, 'Groceries': 0.5, 'Postal': 1.0, 'Banking': 0.8, 'Religion': 1.0, 'Entertainment': 0.63, 'Healthcare': 0.0, 'Public Services': 0.0, 'Public Transport': 0.4, 'Dedicated Greenspaces': 0.78}","{'Education': 1, 'Food & Drink': 1, 'Groceries': 0.5, 'Postal': 1.0, 'Banking': 0.8, 'Religion': 1.0, 'Entertainment': 0.63, 'Healthcare': 0.0, 'Public Services': 0.0, 'Public Transport': 0.4, 'Dedicated Greenspaces': 0.86}",51.86,61.48,62.31
863517081,"{'bus_stop': 12, 'school': 2, 'pitch': 2, 'restaurant': 2, 'cafe': 2, 'small_supermarket': 2, 'pub': 2, 'post_office': 1, 'community_centre': 1, 'outdoor_education_centre': 1, 'fitness_station': 1, 'atm': 1}","{'bus_stop': 21, 'pitch': 7, 'fast_food': 5, 'cafe': 4, 'restaurant': 4, 'small_supermarket': 3, 'pub': 3, 'grave_yard': 3, 'place_of_worship': 3, 'atm': 2, 'playground': 2, 'school': 2, 'community_centre': 2, 'golf_course': 1, 'post_box': 1, 'outdoor_education_centre': 1, 'bar': 1, 'post_office': 1, 'fitness_station': 1}","{'bus_stop': 21, 'pitch': 7, 'fast_food': 5, 'cafe': 4, 'restaurant': 4, 'small_supermarket': 3, 'pub': 3, 'grave_yard': 3, 'place_of_worship': 3, 'atm': 2, 'playground': 2, 'school': 2, 'community_centre': 2, 'golf_course': 1, 'post_box': 1, 'outdoor_education_centre': 1, 'bar': 1, 'post_office': 1, 'fitness_station': 1, 'garden': 1}","{'Education': 1, 'Food & Drink': 0.95, 'Groceries': 0.5, 'Postal': 1.0, 'Banking': 0.8, 'Religion': 0, 'Entertainment': 0.49, 'Healthcare': 0.0, 'Public Services': 0.0, 'Public Transport': 0.4, 'Dedicated Greenspaces': 0.39}","{'Education': 1, 'Food & Drink': 1, 'Groceries': 0.5, 'Postal': 1.0, 'Banking': 0.8, 'Religion': 1.0, 'Entertainment': 0.63, 'Healthcare': 0.0, 'Public Services': 0.0, 'Public Transport': 0.4, 'Dedicated Greenspaces': 0.78}","{'Education': 1, 'Food & Drink': 1, 'Groceries': 0.5, 'Postal': 1.0, 'Banking': 0.8, 'Religion': 1.0, 'Entertainment': 0.63, 'Healthcare': 0.0, 'Public Services': 0.0, 'Public Transport': 0.4, 'Dedicated Greenspaces': 0.86}",51.86,61.48,62.31
863517082,"{'bus_stop': 12, 'school': 2, 'pitch': 2, 'restaurant': 2, 'cafe': 2, 'small_supermarket': 2, 'pub': 2, 'post_office': 1, 'community_centre': 1, 'outdoor_education_centre': 1, 'fitness_station': 1, 'atm': 1}","{'bus_stop': 21, 'pitch': 7, 'fast_food': 5, 'cafe': 4, 'restaurant': 4, 'small_supermarket': 3, 'pub': 3, 'grave_yard': 3, 'place_of_worship': 3, 'atm': 2, 'playground': 2, 'school': 2, 'community_centre': 2, 'golf_course': 1, 'post_box': 1, 'outdoor_education_centre': 1, 'bar': 1, 'post_office': 1, 'fitness_station': 1}","{'bus_stop': 21, 'pitch': 7, 'fast_food': 5, 'cafe': 4, 'restaurant': 4, 'small_supermarket': 3, 'pub': 3, 'grave_yard': 3, 'place_of_worship': 3, 'atm': 2, 'playground': 2, 'school': 2, 'community_centre': 2, 'golf_course': 1, 'post_box': 1, 'outdoor_education_centre': 1, 'bar': 1, 'post_office': 1, 'fitness_station': 1, 'garden': 1}","{'Education': 1, 'Food & Drink': 0.95, 'Groceries': 0.5, 'Postal': 1.0, 'Banking': 0.8, 'Religion': 0, 'Entertainment': 0.49, 'Healthcare': 0.0, 'Public Services': 0.0, 'Public Transport': 0.4, 'Dedicated Greenspaces': 0.39}","{'Education': 1, 'Food & Drink': 1, 'Groceries': 0.5, 'Postal': 1.0, 'Banking': 0.8, 'Religion': 1.0, 'Entertainment': 0.63, 'Healthcare': 0.0, 'Public Services': 0.0, 'Public Transport': 0.4, 'Dedicated Greenspaces': 0.78}","{'Education': 1, 'Food & Drink': 1, 'Groceries': 0.5, 'Postal': 1.0, 'Banking': 0.8, 'Religion': 1.0, 'Entertainment': 0.63, 'Healthcare': 0.0, 'Public Services': 0.0, 'Public Transport': 0.4, 'Dedicated Greenspaces': 0.86}",51.86,61.48,62.31
863517083,"{'bus_stop': 12, 'school': 2, 'pitch': 2, 'restaurant': 2, 'cafe': 2, 'small_supermarket': 2, 'pub': 2, 'post_office': 1, 'community_centre': 1, 'outdoor_education_centre': 1, 'fitness_station': 1, 'atm': 1}","{'bus_stop': 21, 'pitch': 7, 'fast_food': 5, 'cafe': 4, 'restaurant': 4, 'small_supermarket': 3, 'pub': 3, 'grave_yard': 3, 'place_of_worship': 3, 'atm': 2, 'playground': 2, 'school': 2, 'community_centre': 2, 'golf_course': 1, 'post_box': 1, 'outdoor_education_centre': 1, 'bar': 1, 'post_office': 1, 'fitness_station': 1}","{'bus_stop': 21, 'pitch': 7, 'fast_food': 5, 'cafe': 4, 'restaurant': 4, 'small_supermarket': 3, 'pub': 3, 'grave_yard': 3, 'place_of_worship': 3, 'atm': 2, 'playground': 2, 'school': 2, 'community_centre': 2, 'golf_course': 1, 'post_box': 1, 'outdoor_education_centre': 1, 'bar': 1, 'post_office': 1, 'fitness_station': 1, 'garden': 1}","{'Education': 1, 'Food & Drink': 0.95, 'Groceries': 0.5, 'Postal': 1.0, 'Banking': 0.8, 'Religion': 0, 'Entertainment': 0.49, 'Healthcare': 0.0, 'Public Services': 0.0, 'Public Transport': 0.4, 'Dedicated Greenspaces': 0.39}","{'Education': 1, 'Food & Drink': 1, 'Groceries': 0.5, 'Postal': 1.0, 'Banking': 0.8, 'Religion': 1.0, 'Entertainment': 0.63, 'Healthcare': 0.0, 'Public Services': 0.0, 'Public Transport': 0.4, 'Dedicated Greenspaces': 0.78}","{'Education': 1, 'Food & Drink': 1, 'Groceries': 0.5, 'Postal': 1.0, 'Banking': 0.8, 'Religion': 1.0, 'Entertainment': 0.63, 'Healthcare': 0.0, 'Public Services': 0.0, 'Public Transport': 0.4, 'Dedicated Greenspaces': 0.86}",51.86,61.48,62.31
863517084,"{'bus_stop': 12, 'school': 2, 'pitch': 2, 'restaurant': 2, 'cafe': 2, 'small_supermarket': 2, 'pub': 2, 'post_office': 1, 'community_centre': 1, 'outdoor_education_centre': 1, 'fitness_station': 1, 'atm': 1}","{'bus_stop': 21, 'pitch': 7, 'fast_food': 5, 'cafe': 4, 'restaurant': 4, 'small_supermarket': 3, 'pub': 3, 'grave_yard': 3, 'place_of_worship': 3, 'atm': 2, 'playground': 2, 'school': 2, 'community_centre': 2, 'golf_course': 1, 'post_box': 1, 'outdoor_education_centre': 1, 'bar': 1, 'post_office': 1, 'fitness_station': 1}","{'bus_stop': 21, 'pitch': 7, 'fast_food': 5, 'cafe': 4, 'restaurant': 4, 'small_supermarket': 3, 'pub': 3, 'grave_yard': 3, 'place_of_worship': 3, 'atm': 2, 'playground': 2, 'school': 2, 'community_centre': 2, 'golf_course': 1, 'post_box': 1, 'outdoor_education_centre': 1, 'bar': 1, 'post_office': 1, 'fitness_station': 1, 'garden': 1}","{'Education': 1, 'Food & Drink': 0.95, 'Groceries': 0.5, 'Postal': 1.0, 'Banking': 0.8, 'Religion': 0, 'Entertainment': 0.49, 'Healthcare': 0.0, 'Public Services': 0.0, 'Public Transport': 0.4, 'Dedicated Greenspaces': 0.39}","{'Education': 1, 'Food & Drink': 1, 'Groceries': 0.5, 'Postal': 1.0, 'Banking': 0.8, 'Religion': 1.0, 'Entertainment': 0.63, 'Healthcare': 0.0, 'Public Services': 0.0, 'Public Transport': 0.4, 'Dedicated Greenspaces': 0.78}","{'Education': 1, 'Food & Drink': 1, 'Groceries': 0.5, 'Postal': 1.0, 'Banking': 0.8, 'Religion': 1.0, 'Entertainment': 0.63, 'Healthcare': 0.0, 'Public Services': 0.0, 'Public Transport': 0.4, 'Dedicated Greenspaces': 0.86}",51.86,61.48,62.31
863517085,"{'bus_stop': 12, 'school': 2, 'pitch': 2, 'restaurant': 2, 'cafe': 2, 'small_supermarket': 2, 'pub': 2, 'post_office': 1, 'community_centre': 1, 'outdoor_education_centre': 1, 'fitness_station': 1, 'atm': 1}","{'bus_stop': 21, 'pitch': 7, 'fast_food': 5, 'cafe': 4, 'restaurant': 4, 'small_supermarket': 3, 'pub': 3, 'grave_yard': 3, 'place_of_worship': 3, 'atm': 2, 'playground': 2, 'school': 2, 'community_centre': 2, 'golf_course': 1, 'post_box': 1, 'outdoor_education_centre': 1, 'bar': 1, 'post_office': 1, 'fitness_station': 1}","{'bus_stop': 21, 'pitch': 7, 'fast_food': 5, 'cafe': 4, 'restaurant': 4, 'small_supermarket': 3, 'pub': 3, 'grave_yard': 3, 'place_of_worship': 3, 'atm': 2, 'playground': 2, 'school': 2, 'community_centre': 2, 'golf_course': 1, 'post_box': 1, 'outdoor_education_centre': 1, 'bar': 1, 'post_office': 1, 'fitness_station': 1, 'garden': 1}","{'Education': 1, 'Food & Drink': 0.95, 'Groceries': 0.5, 'Postal': 1.0, 'Banking': 0.8, 'Religion': 0, 'Entertainment': 0.49, 'Healthcare': 0.0, 'Public Services': 0.0, 'Public Transport': 0.4, 'Dedicated Greenspaces': 0.39}","{'Education': 1, 'Food & Drink': 1, 'Groceries': 0.5, 'Postal': 1.0, 'Banking': 0.8, 'Religion': 1.0, 'Entertainment': 0.63, 'Healthcare': 0.0, 'Public Services': 0.0, 'Public Transport': 0.4, 'Dedicated Greenspaces': 0.78}","{'Education': 1, 'Food & Drink': 1, 'Groceries': 0.5, 'Postal': 1.0, 'Banking': 0.8, 'Religion': 1.0, 'Entertainment': 0.63, 'Healthcare': 0.0, 'Public Services': 0.0, 'Public Transport': 0.4, 'Dedicated Greenspaces': 0.86}",51.86,61.48,62.31
863517086,"{'bus_stop': 12, 'school': 2, 'pitch': 2, 'restaurant': 2, 'cafe': 2, 'small_supermarket': 2, 'pub': 2, 'post_office': 1, 'community_centre': 1, 'outdoor_education_centre': 1, 'fitness_station': 1, 'atm': 1}","{'bus_stop': 21, 'pitch': 7, 'fast_food': 5, 'cafe': 4, 'restaurant': 4, 'small_supermarket': 3, 'pub': 3, 'grave_yard': 3, 'place_of_worship': 3, 'atm': 2, 'playground': 2, 'school': 2, 'community_centre': 2, 'golf_course': 1, 'post_box': 1, 'outdoor_education_centre': 1, 'bar': 1, 'post_office': 1, 'fitness_station': 1}","{'bus_stop': 21, 'pitch': 7, 'fast_food': 5, 'cafe': 4, 'restaurant': 4, 'small_supermarket': 3, 'pub': 3, 'grave_yard': 3, 'place_of_worship': 3, 'atm': 2, 'playground': 2, 'school': 2, 'community_centre': 2, 'golf_course': 1, 'post_box': 1, 'outdoor_education_centre': 1, 'bar': 1, 'post_office': 1, 'fitness_station': 1, 'garden': 1}","{'Education': 1, 'Food & Drink': 0.95, 'Groceries': 0.5, 'Postal': 1.0, 'Banking': 0.8, 'Religion': 0, 'Entertainment': 0.49, 'Healthcare': 0.0, 'Public Services': 0.0, 'Public Transport': 0.4, 'Dedicated Greenspaces': 0.39}","{'Education': 1, 'Food & Drink': 1, 'Groceries': 0.5, 'Postal': 1.0, 'Banking': 0.8, 'Religion': 1.0, 'Entertainment': 0.63, 'Healthcare': 0.0, 'Public Services': 0.0, 'Public Transport': 0.4, 'Dedicated Greenspaces': 0.78}","{'Education': 1, 'Food & Drink': 1, 'Groceries': 0.5, 'Postal': 1.0, 'Banking': 0.8, 'Religion': 1.0, 'Entertainment': 0.63, 'Healthcare': 0.0, 'Public Services': 0.0, 'Public Transport': 0.4, 'Dedicated Greenspaces': 0.86}",51.86,61.48,62.31
863517087,"{'bus_stop': 12, 'school': 2, 'pitch': 2, 'restaurant': 2, 'cafe': 2, 'small_supermarket': 2, 'pub': 2, 'post_office': 1, 'community_centre': 1, 'outdoor_education_centre': 1, 'fitness_station': 1, 'atm': 1}","{'bus_stop': 21, 'pitch': 7, 'fast_food': 5, 'cafe': 4, 'restaurant': 4, 'small_supermarket': 3, 'pub': 3, 'grave_yard': 3, 'place_of_worship': 3, 'atm': 2, 'playground': 2, 'school': 2, 'community_centre': 2, 'golf_course': 1, 'post_box': 1, 'outdoor_education_centre': 1, 'bar': 1, 'post_office': 1, 'fitness_station': 1}","{'bus_stop': 21, 'pitch': 7, 'fast_food': 5, 'cafe': 4, 'restaurant': 4, 'small_supermarket': 3, 'pub': 3, 'grave_yard': 3, 'place_of_worship': 3, 'atm': 2, 'playground': 2, 'school': 2, 'community_centre': 2, 'golf_course': 1, 'post_box': 1, 'outdoor_education_centre': 1, 'bar': 1, 'post_office': 1, 'fitness_station': 1, 'garden': 1}","{'Education': 1, 'Food & Drink': 0.95, 'Groceries': 0.5, 'Postal': 1.0, 'Banking': 0.8, 'Religion': 0, 'Entertainment': 0.49, 'Healthcare': 0.0, 'Public Services': 0.0, 'Public Transport': 0.4, 'Dedicated Greenspaces': 0.39}","{'Education': 1, 'Food & Drink': 1, 'Groceries': 0.5, 'Postal': 1.0, 'Banking': 0.8, 'Religion': 1.0, 'Entertainment': 0.63, 'Healthcare': 0.0, 'Public Services': 0.0, 'Public Transport': 0.4, 'Dedicated Greenspaces': 0.78}","{'Education': 1, 'Food & Drink': 1, 'Groceries': 0.5, 'Postal': 1.0, 'Banking': 0.8, 'Religion': 1.0, 'Entertainment': 0.63, 'Healthcare': 0.0, 'Public Services': 0.0, 'Public Transport': 0.4, 'Dedicated Greenspaces': 0.86}",51.86,61.48,62.31
863517088,"{'bus_stop': 12, 'school': 2, 'pitch': 2, 'restaurant': 2, 'cafe': 2, 'small_supermarket': 2, 'pub': 2, 'post_office': 1, 'community_centre': 1, 'outdoor_education_centre': 1, 'fitness_station': 1, 'atm': 1}","{'bus_stop': 21, 'pitch': 7, 'fast_food': 5, 'cafe': 4, 'restaurant': 4, 'small_supermarket': 3, 'pub': 3, 'grave_yard': 3, 'place_of_worship': 3, 'atm': 2, 'playground': 2, 'school': 2, 'community_centre': 2, 'golf_course': 1, 'post_box': 1, 'outdoor_education_centre': 1, 'bar': 1, 'post_office': 1, 'fitness_station': 1}","{'bus_stop': 21, 'pitch': 7, 'fast_food': 5, 'cafe': 4, 'restaurant': 4, 'small_supermarket': 3, 'pub': 3, 'grave_yard': 3, 'place_of_worship': 3, 'atm': 2, 'playground': 2, 'school': 2, 'community_centre': 2, 'golf_course': 1, 'post_box': 1, 'outdoor_education_centre': 1, 'bar': 1, 'post_office': 1, 'fitness_station': 1, 'garden': 1}","{'Education': 1, 'Food & Drink': 0.95, 'Groceries': 0.5, 'Postal': 1.0, 'Banking': 0.8, 'Religion': 0, 'Entertainment': 0.49, 'Healthcare': 0.0, 'Public Services': 0.0, 'Public Transport': 0.4, 'Dedicated Greenspaces': 0.39}","{'Education': 1, 'Food & Drink': 1, 'Groceries': 0.5, 'Postal': 1.0, 'Banking': 0.8, 'Religion': 1.0, 'Entertainment': 0.63, 'Healthcare': 0.0, 'Public Services': 0.0, 'Public Transport': 0.4, 'Dedicated Greenspaces': 0.78}","{'Education': 1, 'Food & Drink': 1, 'Groceries': 0.5, 'Postal': 1.0, 'Banking': 0.8, 'Religion': 1.0, 'Entertainment': 0.63, 'Healthcare': 0.0, 'Public Services': 0.0, 'Public Transport': 0.4, 'Dedicated Greenspaces': 0.86}",51.86,61.48,62.31
863517089,"{'bus_stop': 12, 'school': 2, 'pitch': 2, 'restaurant': 2, 'cafe': 2, 'small_supermarket': 2, 'pub': 2, 'post_office': 1, 'community_centre': 1, 'outdoor_education_centre': 1, 'fitness_station': 1, 'atm': 1}","{'bus_stop': 21, 'pitch': 7, 'fast_food': 5, 'cafe': 4, 'restaurant': 4, 'small_supermarket': 3, 'pub': 3, 'grave_yard': 3, 'place_of_worship': 3, 'atm': 2, 'playground': 2, 'school': 2, 'community_centre': 2, 'golf_course': 1, 'post_box': 1, 'outdoor_education_centre': 1, 'bar': 1, 'post_office': 1, 'fitness_station': 1}","{'bus_stop': 21, 'pitch': 7, 'fast_food': 5, 'cafe': 4, 'restaurant': 4, 'small_supermarket': 3, 'pub': 3, 'grave_yard': 3, 'place_of_worship': 3, 'atm': 2, 'playground': 2, 'school': 2, 'community_centre': 2, 'golf_course': 1, 'post_box': 1, 'outdoor_education_centre': 1, 'bar': 1, 'post_office': 1, 'fitness_station': 1, 'garden': 1}","{'Education': 1, 'Food & Drink': 0.95, 'Groceries': 0.5, 'Postal': 1.0, 'Banking': 0.8, 'Religion': 0, 'Entertainment': 0.49, 'Healthcare': 0.0, 'Public Services': 0.0, 'Public Transport': 0.4, 'Dedicated Greenspaces': 0.39}","{'Education': 1, 'Food & Drink': 1, 'Groceries': 0.5, 'Postal': 1.0, 'Banking': 0.8, 'Religion': 1.0, 'Entertainment': 0.63, 'Healthcare': 0.0, 'Public Services': 0.0, 'Public Transport': 0.4, 'Dedicated Greenspaces': 0.78}","{'Education': 1, 'Food & Drink': 1, 'Groceries': 0.5, 'Postal': 1.0, 'Banking': 0.8, 'Religion': 1.0, 'Entertainment': 0.63, 'Healthcare': 0.0, 'Public Services': 0.0, 'Public Transport': 0.4, 'Dedicated Greenspaces': 0.86}",51.86,61.48,62.31
863517090,"{'bus_stop': 12, 'school': 2, 'pitch': 2, 'restaurant': 2, 'cafe': 2, 'small_supermarket': 2, 'pub': 2, 'post_office': 1, 'community_centre': 1, 'outdoor_education_centre': 1, 'fitness_station': 1, 'atm': 1}","{'bus_stop': 21, 'pitch': 7, 'fast_food': 5, 'cafe': 4, 'restaurant': 4, 'small_supermarket': 3, 'pub': 3, 'grave_yard': 3, 'place_of_worship': 3, 'atm': 2, 'playground': 2, 'school': 2, 'community_centre': 2, 'golf_course': 1, 'post_box': 1, 'outdoor_education_centre': 1, 'bar': 1, 'post_office': 1, 'fitness_station': 1}","{'bus_stop': 21, 'pitch': 7, 'fast_food': 5, 'cafe': 4, 'restaurant': 4, 'small_supermarket': 3, 'pub': 3, 'grave_yard': 3, 'place_of_worship': 3, 'atm': 2, 'playground': 2, 'school': 2, 'community_centre': 2, 'golf_course': 1, 'post_box': 1, 'outdoor_education_centre': 1, 'bar': 1, 'post_office': 1, 'fitness_station': 1, 'garden': 1}","{'Education': 1, 'Food & Drink': 0.95, 'Groceries': 0.5, 'Postal': 1.0, 'Banking': 0.8, 'Religion': 0, 'Entertainment': 0.49, 'Healthcare': 0.0, 'Public Services': 0.0, 'Public Transport': 0.4, 'Dedicated Greenspaces': 0.39}","{'Education': 1, 'Food & Drink': 1, 'Groceries': 0.5, 'Postal': 1.0, 'Banking': 0.8, 'Religion': 1.0, 'Entertainment': 0.63, 'Healthcare': 0.0, 'Public Services': 0.0, 'Public Transport': 0.4, 'Dedicated Greenspaces': 0.78}","{'Education': 1, 'Food & Drink': 1, 'Groceries': 0.5, 'Postal': 1.0, 'Banking': 0.8, 'Religion': 1.0, 'Entertainment': 0.63, 'Healthcare': 0.0, 'Public Services': 0.0, 'Public Transport': 0.4, 'Dedicated Greenspaces': 0.86}",51.86,61.48,62.31
863517091,"{'bus_stop': 12, 'school': 2, 'pitch': 2, 'restaurant': 2, 'cafe': 2, 'small_supermarket': 2, 'pub': 2, 'post_office': 1, 'community_centre': 1, 'outdoor_education_centre': 1, 'fitness_station': 1, 'atm': 1}","{'bus_stop': 21, 'pitch': 7, 'fast_food': 5, 'cafe': 4, 'restaurant': 4, 'small_supermarket': 3, 'pub': 3, 'grave_yard': 3, 'place_of_worship': 3, 'atm': 2, 'playground': 2, 'school': 2, 'community_centre': 2, 'golf_course': 1, 'post_box': 1, 'outdoor_education_centre': 1, 'bar': 1, 'post_office': 1, 'fitness_station': 1}","{'bus_stop': 21, 'pitch': 7, 'fast_food': 5, 'cafe': 4, 'restaurant': 4, 'small_supermarket': 3, 'pub': 3, 'grave_yard': 3, 'place_of_worship': 3, 'atm': 2, 'playground': 2, 'school': 2, 'community_centre': 2, 'golf_course': 1, 'post_box': 1, 'outdoor_education_centre': 1, 'bar': 1, 'post_office': 1, 'fitness_station': 1, 'garden': 1}","{'Education': 1, 'Food & Drink': 0.95, 'Groceries': 0.5, 'Postal': 1.0, 'Banking': 0.8, 'Religion': 0, 'Entertainment': 0.49, 'Healthcare': 0.0, 'Public Services': 0.0, 'Public Transport': 0.4, 'Dedicated Greenspaces': 0.39}","{'Education': 1, 'Food & Drink': 1, 'Groceries': 0.5, 'Postal': 1.0, 'Banking': 0.8, 'Religion': 1.0, 'Entertainment': 0.63, 'Healthcare': 0.0, 'Public Services': 0.0, 'Public Transport': 0.4, 'Dedicated Greenspaces': 0.78}","{'Education': 1, 'Food & Drink': 1, 'Groceries': 0.5, 'Postal': 1.0, 'Banking': 0.8, 'Religion': 1.0, 'Entertainment': 0.63, 'Healthcare': 0.0, 'Public Services': 0.0, 'Public Transport': 0.4, 'Dedicated Greenspaces': 0.86}",51.86,61.48,62.31
